304,384,431,529,interdiction,0.9930586418668834
48,176,175,321,interdiction,0.8732646289595537
400,464,527,609,interdiction,0.8591507590024643
96,288,223,433,interdiction,0.8093072171137043
176,128,303,273,interdiction,0.8009898278985852
608,464,735,609,interdiction,0.7879581269649317
592,144,719,289,interdiction,0.7694217837548663
560,288,687,433,interdiction,0.7680926967093253
208,800,335,945,interdiction,0.7196908280774246
256,48,383,193,interdiction,0.7090848295766646
0,336,127,481,interdiction,0.7077321751701049
