378,0,806,489,danger,0.9959456911969938
512,128,639,273,danger,0.9957963234257502
540,378,968,867,danger,0.9789277998857379
528,0,655,145,danger,0.9681401207580227
640,416,767,561,danger,0.9663050419243642
752,672,879,817,danger,0.9525192054405617
560,240,687,385,danger,0.9381174464201776
752,448,879,593,danger,0.9370042767637692
800,560,927,705,danger,0.9240800502723167
672,256,799,401,danger,0.8968280632136155
108,648,393,974,danger,0.8870721889271885
624,144,751,289,danger,0.8475145448363351
848,720,975,865,danger,0.8350412235629024
688,544,815,689,danger,0.8148015298976506
336,496,463,641,danger,0.7970093326659933
