360,288,645,614,ceder,0.9999999698433183
288,272,415,417,ceder,0.9952261943394216
592,256,719,401,ceder,0.978981100026626
864,432,991,577,danger,0.9545342171451159
832,256,959,401,danger,0.9170054429373349
800,144,927,289,ceder,0.9070985700790032
272,32,399,177,interdiction,0.9031556402740979
624,360,814,577,interdiction,0.9004176954097389
0,0,428,489,danger,0.8936791951578128
160,48,287,193,danger,0.8907515606818905
272,416,399,561,interdiction,0.8887505009557133
448,544,575,689,ceder,0.849728953514814
176,208,303,353,danger,0.816068224227434
272,560,399,705,interdiction,0.7059435081544674
