352,464,479,609,interdiction,0.9999999818339836
54,324,482,813,stop,0.9943028252789881
456,360,646,577,interdiction,0.9924016286799722
432,848,559,993,interdiction,0.9863599671636386
64,576,191,721,interdiction,0.9837281352517825
496,560,623,705,interdiction,0.9808838704059987
208,416,335,561,interdiction,0.9630923882862603
384,304,511,449,interdiction,0.9314345421893768
192,832,319,977,interdiction,0.9167252632367088
320,576,447,721,interdiction,0.9091935906063006
416,640,543,785,interdiction,0.873007395162247
96,416,223,561,interdiction,0.84829791704966
176,672,303,817,interdiction,0.7818346378478369
320,816,447,961,interdiction,0.715662053081788
