144,288,429,614,ceder,0.9999886251378016
272,0,399,145,danger,0.9573549535172192
0,240,127,385,danger,0.9323242141803042
592,272,719,417,danger,0.9157204903407681
176,80,303,225,danger,0.8984842120850558
576,96,703,241,danger,0.8636906542033472
320,688,447,833,danger,0.8490490112313533
640,0,767,145,danger,0.7834279078059988
96,160,223,305,danger,0.7689489077142273
288,208,415,353,danger,0.7553850942413445
552,744,742,961,danger,0.7531454789537915
320,832,447,977,danger,0.7380759764523247
0,0,127,145,danger,0.7215208965309812
