81,0,723,734,stop,0.9876209841279109
512,176,639,321,interdiction,0.9656001012949336
368,288,495,433,interdiction,0.9565951269996161
176,400,303,545,interdiction,0.9530925586551519
224,256,351,401,interdiction,0.9451392183887956
312,528,502,745,interdiction,0.9224777771988143
336,400,463,545,interdiction,0.8749336342772411
512,368,639,513,interdiction,0.8743889727586242
144,688,271,833,interdiction,0.8703182287924985
416,64,543,209,interdiction,0.8333416142164678
144,504,334,721,danger,0.8318113392222725
480,480,670,697,danger,0.7467185053152198
0,576,127,721,interdiction,0.7314062752326597
160,832,287,977,danger,0.7313152275991271
