324,162,752,651,interdiction,0.9789754438526089
368,192,495,337,interdiction,0.9569096924893216
192,216,382,433,ceder,0.9548130379329525
576,544,703,689,stop,0.9489315424483714
528,160,655,305,interdiction,0.9409601405269683
320,576,447,721,ceder,0.9356901807823478
480,592,607,737,stop,0.8510356789049359
480,400,607,545,danger,0.8504650818327731
648,168,838,385,ceder,0.8456568042198683
624,432,751,577,stop,0.831038050238302
848,0,975,145,interdiction,0.7928530659933941
96,560,223,705,ceder,0.7144511935667546
48,416,175,561,ceder,0.7047254039977678
576,304,703,449,danger,0.7031072489367911
