81,81,723,815,stop,0.9999980919414047
480,288,670,505,interdiction,0.9999937680667048
240,240,367,385,interdiction,0.9929501110378866
752,160,879,305,interdiction,0.9923182633165136
552,24,742,241,interdiction,0.9895846786272073
128,496,255,641,interdiction,0.9888927712199549
368,240,495,385,interdiction,0.9869153497295925
288,688,415,833,interdiction,0.9753385533615375
432,448,559,593,interdiction,0.9707436588881253
720,288,847,433,interdiction,0.9664970970114211
384,48,574,265,interdiction,0.9644414838634735
688,528,815,673,stop,0.9593395707123861
224,400,351,545,interdiction,0.9319671007450077
432,624,559,769,interdiction,0.9186395670144649
784,416,911,561,interdiction,0.8902558405294003
560,624,687,769,interdiction,0.8745092767972902
640,192,767,337,interdiction,0.8690611320615942
320,496,447,641,interdiction,0.8403465056600068
208,608,335,753,interdiction,0.8376913747595593
128,272,255,417,interdiction,0.8227010227813532
272,128,399,273,interdiction,0.7664307259170045
544,480,671,625,interdiction,0.7432715207893067
624,400,751,545,stop,0.7421217490717625
672,648,862,865,danger,0.7001296785637237
