243,0,885,734,interdiction,0.9999929601303459
688,80,815,225,interdiction,0.9858520427145789
752,752,879,897,danger,0.9330674688404504
688,464,815,609,stop,0.9144301708118749
432,16,559,161,interdiction,0.9109743745309987
528,552,718,769,interdiction,0.9003504658720235
608,0,735,145,interdiction,0.8542878146311123
384,512,511,657,interdiction,0.8527605107904264
432,208,559,353,obligation,0.841732276788827
864,816,991,961,danger,0.820466385480924
192,144,319,289,danger,0.8057745634871737
320,112,447,257,danger,0.8054830343197892
784,512,911,657,danger,0.7602561451918691
720,352,847,497,stop,0.7432760001380745
688,848,815,993,danger,0.7362054510797674
448,336,575,481,obligation,0.7227817634004859
