360,360,645,686,obligation,0.9999928685649655
704,816,831,961,danger,0.9720329394647207
208,704,335,849,danger,0.9660111336575906
576,768,703,913,danger,0.9651652269721311
832,784,959,929,danger,0.9568693431004517
0,752,127,897,danger,0.9550593686627694
816,496,943,641,interdiction,0.9394764376640958
96,704,223,849,danger,0.9138463225245586
144,816,271,961,danger,0.8833227111191222
272,800,399,945,danger,0.8746340447705351
752,592,879,737,interdiction,0.8223121660664543
288,512,415,657,danger,0.8106605740077985
448,224,575,369,danger,0.7702771140910506
608,496,735,641,danger,0.7121512865547084
