0001, 624,16,688,80,0.9999955694441903,interdiction
0001, 560,288,624,352,0.9999953167471226,stop
0001, 656,96,720,160,0.9971087358192066,interdiction
0001, 432,192,496,256,0.9916774563427748,interdiction
0001, 544,928,608,992,0.9883550506154284,interdiction
0001, 640,160,704,224,0.9876949387234362,stop
0001, 560,0,624,64,0.9848006443430044,interdiction
0001, 0,192,172,592,0.9839499023288257,feux
0001, 672,928,736,992,0.977697580676662,interdiction
0001, 704,16,747,116,0.9694115895772668,feux
0001, 288,576,331,676,0.9655205319046876,feux
0001, 608,896,672,960,0.9557849968800449,stop
0001, 416,480,480,544,0.9367520814462642,stop
0001, 416,320,480,384,0.934124517348281,interdiction
0001, 480,432,544,496,0.9253672310413054,interdiction
0001, 448,608,576,736,0.9252737611395845,interdiction
0001, 544,384,608,448,0.91053015581984,interdiction
0001, 448,896,512,960,0.9071982931596166,stop
0001, 672,240,736,304,0.9041030887969664,interdiction
0001, 592,64,656,128,0.8942280158655693,interdiction
0001, 432,256,496,320,0.8922205239074509,interdiction
0001, 576,224,640,288,0.8865445578138016,interdiction
0001, 528,128,592,192,0.8796392170924143,stop
0001, 192,384,448,640,0.8679710309896574,interdiction
0001, 576,416,704,544,0.7974640707065297,interdiction
0001, 656,304,720,368,0.7398511237526731,interdiction
0002, 464,720,507,820,0.9999911446523967,feux
0002, 256,592,320,656,0.9999854975131118,interdiction
0002, 176,320,219,420,0.9962793522801517,feux
0002, 224,544,288,608,0.9961761917852909,interdiction
0002, 448,800,491,900,0.9960105293009965,feux
0002, 192,480,256,544,0.9950842272305753,interdiction
0002, 480,352,523,452,0.9939608968574165,feux
0002, 160,432,224,496,0.9928176151215412,interdiction
0002, 80,528,123,628,0.9925161886225086,feux
0002, 112,864,155,964,0.99249457180631,feux
0002, 192,512,448,768,0.9924928561360626,ceder
0002, 128,208,171,308,0.9912930339893615,feux
0002, 80,352,123,452,0.9883364554458488,feux
0002, 496,768,539,868,0.9875105235022943,feux
0002, 64,0,236,400,0.9867126382492932,feux
0002, 0,352,43,452,0.9863729264445208,feux
0002, 288,304,331,404,0.9858218718608796,feux
0002, 368,320,411,420,0.9857322194074473,feux
0002, 544,864,587,964,0.9852802465127619,feux
0002, 224,320,267,420,0.9844936629598543,feux
0002, 16,896,59,996,0.9825829742999895,feux
0002, 128,320,171,420,0.9816811355448672,feux
0002, 160,896,203,996,0.9788339979693433,feux
0002, 144,752,187,852,0.9783252450167216,feux
0002, 240,240,283,340,0.9759096080317675,feux
0002, 224,416,288,480,0.9755144632025978,interdiction
0002, 432,352,475,452,0.9751244285210108,feux
0002, 32,608,75,708,0.9748843918301932,feux
0002, 112,576,155,676,0.9739129526017578,feux
0002, 0,560,43,660,0.9738635358020662,feux
0002, 416,704,459,804,0.9720879458073513,feux
0002, 48,224,91,324,0.9718980942188491,feux
0002, 192,128,364,528,0.9678666323487907,feux
0002, 448,560,512,624,0.965766769595427,ceder
0002, 448,896,491,996,0.9656845725559693,feux
0002, 304,704,368,768,0.9599134861428464,ceder
0002, 608,32,736,160,0.9599103898955953,obligation
0002, 352,480,395,580,0.9556679560906015,feux
0002, 496,896,539,996,0.9551142610206738,feux
0002, 128,496,171,596,0.9513536023755491,feux
0002, 352,432,416,496,0.9503245809341743,interdiction
0002, 64,880,107,980,0.9501995073267541,feux
0002, 272,656,336,720,0.9381883108759992,ceder
0002, 208,656,272,720,0.9341505697284728,danger
0002, 0,384,256,640,0.9331787569279505,danger
0002, 16,832,80,896,0.916636852797059,ceder
0002, 96,432,160,496,0.8989647601159636,danger
0002, 288,432,352,496,0.8587978450357883,interdiction
0002, 352,656,416,720,0.8425139235668281,interdiction
0002, 112,688,176,752,0.8375961018071812,danger
0002, 528,528,592,592,0.8353000706246345,danger
0002, 240,704,304,768,0.8317321942083767,danger
0002, 592,128,656,192,0.814609376626924,danger
